,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
FLT1,ENSG00000102755,Gene Expression,GRCh38,False,578,0.13481571,0.12647027,88.42147435897436,673.0,6.5132303,461
POMP,ENSG00000132963,Gene Expression,GRCh38,False,2851,1.0288461,0.70746726,42.888621794871796,5136.0,8.544225,2161
SLC46A3,ENSG00000139508,Gene Expression,GRCh38,False,404,0.0859375,0.08244367,91.90705128205127,429.0,6.063785,323
MTUS2,ENSG00000132938,Gene Expression,GRCh38,False,450,0.09875801,0.094180465,90.98557692307693,493.0,6.2025356,363
SLC7A1,ENSG00000139514,Gene Expression,GRCh38,False,1002,0.23958333,0.2147753,79.92788461538461,1196.0,7.0875735,822
UBL3,ENSG00000122042,Gene Expression,GRCh38,False,2176,0.7229567,0.5440418,56.41025641025641,3609.0,8.191463,1778
KATNAL1,ENSG00000102781,Gene Expression,GRCh38,False,566,0.123597756,0.11653582,88.66185897435898,617.0,6.4264884,472
UBE2L5,ENSG00000236444,Gene Expression,GRCh38,False,28,0.0056089745,0.0055933027,99.43910256410257,28.0,3.3672957,22
HMGB1,ENSG00000189403,Gene Expression,GRCh38,False,3728,1.989383,1.095067,25.320512820512818,9931.0,9.203517,2686
USPL1,ENSG00000132952,Gene Expression,GRCh38,False,605,0.13501602,0.12664677,87.88060897435898,674.0,6.514713,485
ALOX5AP,ENSG00000132965,Gene Expression,GRCh38,False,113,0.02363782,0.023362773,97.7363782051282,118.0,4.7791233,90
HSPH1,ENSG00000120694,Gene Expression,GRCh38,False,1512,0.42568108,0.35464966,69.71153846153845,2125.0,7.661998,1292
B3GLCT,ENSG00000187676,Gene Expression,GRCh38,False,352,0.077524036,0.07466585,92.94871794871796,387.0,5.961005,307
FRY,ENSG00000073910,Gene Expression,GRCh38,False,1640,0.44070512,0.36513266,67.1474358974359,2200.0,7.696667,1280
N4BP2L1,ENSG00000139597,Gene Expression,GRCh38,False,1293,0.32191506,0.2790815,74.0985576923077,1607.0,7.382746,993
N4BP2L2,ENSG00000244754,Gene Expression,GRCh38,False,1402,0.35717148,0.30540273,71.9150641025641,1783.0,7.4866133,1064
N4BP2L2-IT2,ENSG00000281026,Gene Expression,GRCh38,False,132,0.02704327,0.026684063,97.35576923076923,135.0,4.912655,98
PDS5B,ENSG00000083642,Gene Expression,GRCh38,False,1163,0.27804488,0.24533147,76.70272435897436,1388.0,7.2363396,928
AL138820.1,ENSG00000277151,Gene Expression,GRCh38,False,61,0.012419872,0.012343378,98.77804487179486,62.0,4.1431346,49
KL,ENSG00000133116,Gene Expression,GRCh38,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503,13
STARD13,ENSG00000133121,Gene Expression,GRCh38,False,183,0.03866186,0.03793321,96.33413461538461,193.0,5.267858,156
RFC3,ENSG00000133119,Gene Expression,GRCh38,False,306,0.06530449,0.06326066,93.8701923076923,326.0,5.7899604,251
AL161891.1,ENSG00000276672,Gene Expression,GRCh38,False,87,0.017628206,0.01747463,98.25721153846155,88.0,4.4886365,66
AL138690.1,ENSG00000261728,Gene Expression,GRCh38,False,103,0.020633012,0.020423034,97.93669871794873,103.0,4.644391,83
NBEA,ENSG00000172915,Gene Expression,GRCh38,False,2269,0.7061298,0.53422755,54.547275641025635,3525.0,8.167919,1816
MAB21L1,ENSG00000180660,Gene Expression,GRCh38,False,1027,0.24979968,0.22298329,79.42708333333334,1247.0,7.1292977,834
DCLK1,ENSG00000133083,Gene Expression,GRCh38,False,2239,0.72636217,0.5460164,55.14823717948718,3626.0,8.196161,1825
SPART,ENSG00000133104,Gene Expression,GRCh38,False,1280,0.31911057,0.2769577,74.35897435897436,1593.0,7.374002,1027
CCNA1,ENSG00000133101,Gene Expression,GRCh38,False,63,0.013020833,0.0129367905,98.73798076923077,65.0,4.189655,55
RFXAP,ENSG00000133111,Gene Expression,GRCh38,False,308,0.065504804,0.06344868,93.8301282051282,327.0,5.7930136,243
SMAD9,ENSG00000120693,Gene Expression,GRCh38,False,392,0.086137824,0.08262812,92.1474358974359,430.0,6.066108,346
ALG5,ENSG00000120697,Gene Expression,GRCh38,False,681,0.15224358,0.14171098,86.35817307692308,760.0,6.6346335,558
EXOSC8,ENSG00000120699,Gene Expression,GRCh38,False,811,0.18950321,0.17353575,83.75400641025641,946.0,6.853299,614
SUPT20H,ENSG00000102710,Gene Expression,GRCh38,False,1040,0.25320512,0.22570437,79.16666666666666,1264.0,7.1428275,797
TRPC4,ENSG00000133107,Gene Expression,GRCh38,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323,17
UFM1,ENSG00000120686,Gene Expression,GRCh38,False,1314,0.34054488,0.29307616,73.67788461538461,1700.0,7.4389715,1028
FREM2,ENSG00000150893,Gene Expression,GRCh38,False,80,0.017027244,0.016883906,98.3974358974359,85.0,4.454347,76
PROSER1,ENSG00000120685,Gene Expression,GRCh38,False,760,0.17307693,0.15963015,84.77564102564102,864.0,6.7627296,582
NHLRC3,ENSG00000188811,Gene Expression,GRCh38,False,391,0.083333336,0.08004271,92.16746794871796,416.0,6.0330863,307
AL354809.1,ENSG00000273507,Gene Expression,GRCh38,False,23,0.0048076925,0.0047961725,99.53926282051282,24.0,3.218876,16
LHFPL6,ENSG00000183722,Gene Expression,GRCh38,False,2119,0.6376202,0.4932441,57.55208333333333,3183.0,8.065893,1586
COG6,ENSG00000133103,Gene Expression,GRCh38,False,751,0.17207532,0.15877596,84.95592948717949,859.0,6.7569323,582
FOXO1,ENSG00000150907,Gene Expression,GRCh38,False,153,0.032451924,0.03193648,96.93509615384616,162.0,5.09375,124
MRPS31,ENSG00000102738,Gene Expression,GRCh38,False,651,0.14523236,0.13560756,86.95913461538461,725.0,6.58755,534
SLC25A15,ENSG00000102743,Gene Expression,GRCh38,False,115,0.02363782,0.023362773,97.6963141025641,118.0,4.7791233,103
ELF1,ENSG00000120690,Gene Expression,GRCh38,False,121,0.025040064,0.0247317,97.5761217948718,125.0,4.836282,101
WBP4,ENSG00000120688,Gene Expression,GRCh38,False,634,0.14202724,0.13280496,87.29967948717949,709.0,6.565265,521
KBTBD6,ENSG00000165572,Gene Expression,GRCh38,False,1068,0.25420672,0.22650327,78.60576923076923,1269.0,7.1467724,879
AL354696.2,ENSG00000278390,Gene Expression,GRCh38,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887,12
KBTBD7,ENSG00000120696,Gene Expression,GRCh38,False,525,0.11398237,0.107941315,89.48317307692307,569.0,6.3456364,435
MTRF1,ENSG00000120662,Gene Expression,GRCh38,False,236,0.048477564,0.04733917,95.2724358974359,242.0,5.4930615,191
AL354696.1,ENSG00000277662,Gene Expression,GRCh38,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574,11
NAA16,ENSG00000172766,Gene Expression,GRCh38,False,750,0.16947116,0.15655164,84.97596153846155,846.0,6.7417006,555
RGCC,ENSG00000102760,Gene Expression,GRCh38,False,2517,1.3339343,0.8475554,49.57932692307693,6659.0,8.803875,2072
VWA8,ENSG00000102763,Gene Expression,GRCh38,False,659,0.1484375,0.13840233,86.7988782051282,741.0,6.6093493,536
DGKH,ENSG00000102780,Gene Expression,GRCh38,False,1437,0.39703527,0.3343523,71.2139423076923,1982.0,7.592366,1165
AKAP11,ENSG00000023516,Gene Expression,GRCh38,False,2039,0.59435093,0.46646672,59.15464743589743,2967.0,7.9956436,1624
EPSTI1,ENSG00000133106,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,14
DNAJC15,ENSG00000120675,Gene Expression,GRCh38,False,991,0.23978366,0.2149369,80.14823717948718,1197.0,7.088409,819
ENOX1,ENSG00000120658,Gene Expression,GRCh38,False,75,0.015424679,0.015306928,98.49759615384616,77.0,4.356709,68
CCDC122,ENSG00000151773,Gene Expression,GRCh38,False,42,0.008413462,0.008378266,99.15865384615384,42.0,3.7612002,36
LACC1,ENSG00000179630,Gene Expression,GRCh38,False,70,0.014222756,0.014122562,98.59775641025641,71.0,4.276666,55
SMIM2-AS1,ENSG00000227258,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,13
AL138960.1,ENSG00000277831,Gene Expression,GRCh38,False,119,0.024238782,0.023949685,97.6161858974359,121.0,4.804021,89
SERP2,ENSG00000151778,Gene Expression,GRCh38,False,1878,0.54186696,0.43299398,62.379807692307686,2705.0,7.903227,1548
TSC22D1,ENSG00000102804,Gene Expression,GRCh38,False,3533,1.7828525,1.0234765,29.226762820512818,8900.0,9.093919,2658
TSC22D1-AS1,ENSG00000278156,Gene Expression,GRCh38,False,146,0.029447116,0.029021878,97.07532051282051,147.0,4.9972124,119
NUFIP1,ENSG00000083635,Gene Expression,GRCh38,False,138,0.028044872,0.027658816,97.23557692307693,140.0,4.94876,112
GPALPP1,ENSG00000133114,Gene Expression,GRCh38,False,683,0.15164264,0.1411893,86.31810897435898,757.0,6.6306834,508
GTF2F2,ENSG00000188342,Gene Expression,GRCh38,False,568,0.12700321,0.11956208,88.62179487179486,634.0,6.453625,467
KCTD4,ENSG00000180332,Gene Expression,GRCh38,False,20,0.0040064105,0.003998406,99.59935897435898,20.0,3.0445225,19
TPT1,ENSG00000133112,Gene Expression,GRCh38,False,4259,4.851963,1.7667772,14.683493589743591,24221.0,10.0950165,2966
AL138963.4,ENSG00000273149,Gene Expression,GRCh38,False,26,0.0052083335,0.005194817,99.47916666666666,26.0,3.295837,16
TPT1-AS1,ENSG00000170919,Gene Expression,GRCh38,False,847,0.1983173,0.18091832,83.03285256410257,990.0,6.8987145,623
SLC25A30,ENSG00000174032,Gene Expression,GRCh38,False,133,0.02724359,0.026879089,97.33573717948718,136.0,4.919981,112
COG3,ENSG00000136152,Gene Expression,GRCh38,False,889,0.20352565,0.18525529,82.19150641025641,1016.0,6.9246125,686
SIAH3,ENSG00000215475,Gene Expression,GRCh38,False,888,0.22435898,0.20241742,82.21153846153845,1120.0,7.0219765,756
ZC3H13,ENSG00000123200,Gene Expression,GRCh38,False,1293,0.32371795,0.2804444,74.0985576923077,1616.0,7.388328,1017
CPB2-AS1,ENSG00000235903,Gene Expression,GRCh38,False,136,0.027844552,0.02746394,97.27564102564102,139.0,4.9416423,114
LCP1,ENSG00000136167,Gene Expression,GRCh38,False,412,0.1015625,0.09672963,91.74679487179486,507.0,6.2304816,362
RUBCNL,ENSG00000102445,Gene Expression,GRCh38,False,264,0.058693912,0.05703599,94.71153846153845,293.0,5.68358,236
LRCH1,ENSG00000136141,Gene Expression,GRCh38,False,1772,0.5068109,0.40999544,64.50320512820514,2530.0,7.83637,1315
AL359880.1,ENSG00000278462,Gene Expression,GRCh38,False,40,0.008213141,0.008179597,99.19871794871796,41.0,3.7376697,34
ESD,ENSG00000139684,Gene Expression,GRCh38,False,1757,0.48737982,0.39701605,64.8036858974359,2433.0,7.7972913,1443
HTR2A,ENSG00000102468,Gene Expression,GRCh38,False,29,0.005809295,0.005792486,99.41907051282051,29.0,3.4011974,28
SUCLA2,ENSG00000136143,Gene Expression,GRCh38,False,2037,0.61899036,0.48180273,59.19471153846154,3090.0,8.03625,1643
LINC00562,ENSG00000260388,Gene Expression,GRCh38,False,55,0.011217949,0.0111554945,98.89823717948718,56.0,4.0430512,39
SUCLA2-AS1,ENSG00000227848,Gene Expression,GRCh38,False,64,0.013621795,0.013529852,98.71794871794873,68.0,4.2341065,54
NUDT15,ENSG00000136159,Gene Expression,GRCh38,False,269,0.058693912,0.05703599,94.6113782051282,293.0,5.68358,227
AL158196.1,ENSG00000276968,Gene Expression,GRCh38,False,99,0.020032052,0.01983405,98.01682692307693,100.0,4.6151204,72
MED4,ENSG00000136146,Gene Expression,GRCh38,False,1056,0.2558093,0.22778024,78.84615384615384,1277.0,7.153052,862
ITM2B,ENSG00000136156,Gene Expression,GRCh38,False,4935,14.268029,2.725761,1.1418269230769273,71226.0,11.173627,2993
RB1,ENSG00000139687,Gene Expression,GRCh38,False,779,0.17447917,0.16082479,84.39503205128204,871.0,6.7707896,623
LPAR6,ENSG00000139679,Gene Expression,GRCh38,False,86,0.017628206,0.01747463,98.27724358974359,88.0,4.4886365,71
RCBTB2,ENSG00000136161,Gene Expression,GRCh38,False,361,0.077524036,0.07466585,92.76842948717949,387.0,5.961005,295
AL157813.1,ENSG00000274929,Gene Expression,GRCh38,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503,12
CYSLTR2,ENSG00000152207,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,20
AL161421.1,ENSG00000275202,Gene Expression,GRCh38,False,30,0.0060096155,0.00599163,99.39903846153845,30.0,3.4339871,25
FNDC3A,ENSG00000102531,Gene Expression,GRCh38,False,1144,0.27644232,0.24407677,77.08333333333334,1380.0,7.230563,932
CDADC1,ENSG00000102543,Gene Expression,GRCh38,False,413,0.091145836,0.08722837,91.72676282051282,455.0,6.122493,338
CAB39L,ENSG00000102547,Gene Expression,GRCh38,False,724,0.16546474,0.15311994,85.49679487179486,826.0,6.717805,607
SETDB2,ENSG00000136169,Gene Expression,GRCh38,False,314,0.06650641,0.06438827,93.7099358974359,332.0,5.8081427,240
PHF11,ENSG00000136147,Gene Expression,GRCh38,False,305,0.067708336,0.06551461,93.89022435897436,338.0,5.826,257
RCBTB1,ENSG00000136144,Gene Expression,GRCh38,False,896,0.20753205,0.18857865,82.05128205128204,1036.0,6.944087,726
EBPL,ENSG00000123179,Gene Expression,GRCh38,False,805,0.18229167,0.16745465,83.87419871794873,910.0,6.814543,693
KPNA3,ENSG00000102753,Gene Expression,GRCh38,False,726,0.16846955,0.15569481,85.45673076923077,841.0,6.7357802,618
SPRYD7,ENSG00000123178,Gene Expression,GRCh38,False,996,0.23637821,0.2121863,80.04807692307692,1180.0,7.0741167,781
DLEU2,ENSG00000231607,Gene Expression,GRCh38,False,141,0.029847756,0.029410983,97.17548076923077,149.0,5.0106354,104
TRIM13,ENSG00000204977,Gene Expression,GRCh38,False,805,0.1826923,0.16779345,83.87419871794873,912.0,6.8167357,656
KCNRG,ENSG00000198553,Gene Expression,GRCh38,False,37,0.0076121795,0.007583353,99.2588141025641,38.0,3.6635616,29
DLEU1,ENSG00000176124,Gene Expression,GRCh38,False,114,0.0234375,0.023167059,97.71634615384616,117.0,4.7706847,88
DLEU7,ENSG00000186047,Gene Expression,GRCh38,False,139,0.029046474,0.02863262,97.21554487179486,145.0,4.983607,116
RNASEH2B-AS1,ENSG00000233672,Gene Expression,GRCh38,False,26,0.0052083335,0.005194817,99.47916666666666,26.0,3.295837,18
RNASEH2B,ENSG00000136104,Gene Expression,GRCh38,False,618,0.13681892,0.12823394,87.6201923076923,683.0,6.527958,501
FAM124A,ENSG00000150510,Gene Expression,GRCh38,False,152,0.033253204,0.032712277,96.9551282051282,166.0,5.117994,125
INTS6,ENSG00000102786,Gene Expression,GRCh38,False,398,0.08393429,0.08059728,92.02724358974359,419.0,6.0402546,318
INTS6-AS1,ENSG00000236778,Gene Expression,GRCh38,False,242,0.051081732,0.049819853,95.15224358974359,255.0,5.5451775,192
WDFY2,ENSG00000139668,Gene Expression,GRCh38,False,448,0.09655449,0.09217298,91.02564102564102,482.0,6.1800165,351
DHRS12,ENSG00000102796,Gene Expression,GRCh38,False,552,0.11959135,0.11296375,88.9423076923077,597.0,6.393591,437
AL162377.1,ENSG00000231856,Gene Expression,GRCh38,False,183,0.037459936,0.036775358,96.33413461538461,187.0,5.236442,151
TMEM272,ENSG00000281106,Gene Expression,GRCh38,False,45,0.009014423,0.008974035,99.0985576923077,45.0,3.8286414,37
ATP7B,ENSG00000123191,Gene Expression,GRCh38,False,370,0.078725964,0.07578068,92.58814102564102,393.0,5.976351,282
ALG11,ENSG00000253710,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,13
NEK5,ENSG00000197168,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,15
NEK3,ENSG00000136098,Gene Expression,GRCh38,False,119,0.024038462,0.023754086,97.6161858974359,120.0,4.7957907,89
THSD1,ENSG00000136114,Gene Expression,GRCh38,False,210,0.043870192,0.042935144,95.79326923076923,219.0,5.3936276,172
VPS36,ENSG00000136100,Gene Expression,GRCh38,False,1491,0.38621795,0.32657915,70.13221153846155,1928.0,7.564757,1149
AL359513.1,ENSG00000278238,Gene Expression,GRCh38,False,354,0.07371795,0.07112735,92.90865384615384,368.0,5.9107966,295
CKAP2,ENSG00000136108,Gene Expression,GRCh38,False,643,0.14463142,0.13508268,87.11939102564102,722.0,6.5834093,528
HNRNPA1L2,ENSG00000139675,Gene Expression,GRCh38,False,215,0.045072116,0.044085894,95.69310897435898,225.0,5.420535,153
AL139089.1,ENSG00000273723,Gene Expression,GRCh38,False,322,0.068509616,0.06626479,93.54967948717949,342.0,5.8377304,240
SUGT1,ENSG00000165416,Gene Expression,GRCh38,False,1620,0.4238782,0.35338426,67.54807692307692,2116.0,7.6577554,1264
CNMD,ENSG00000136110,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,19
PCDH8,ENSG00000136099,Gene Expression,GRCh38,False,46,0.009415064,0.009371019,99.07852564102564,47.0,3.871201,38
PCDH17,ENSG00000118946,Gene Expression,GRCh38,False,718,0.17848557,0.1642302,85.61698717948718,891.0,6.793466,626
DIAPH3,ENSG00000139734,Gene Expression,GRCh38,False,41,0.008413462,0.008378266,99.1786858974359,42.0,3.7612002,37
TDRD3,ENSG00000083544,Gene Expression,GRCh38,False,629,0.13701923,0.12841013,87.39983974358975,684.0,6.529419,509
PCDH20,ENSG00000280165,Gene Expression,GRCh38,False,25,0.0052083335,0.005194817,99.49919871794873,26.0,3.295837,20
AL359208.1,ENSG00000287996,Gene Expression,GRCh38,False,81,0.016826924,0.01668692,98.37740384615384,84.0,4.4426513,63
PCDH9,ENSG00000184226,Gene Expression,GRCh38,False,1166,0.31029648,0.27025342,76.6426282051282,1549.0,7.34601,975
KLHL1,ENSG00000150361,Gene Expression,GRCh38,False,298,0.069711536,0.06738902,94.03044871794873,348.0,5.855072,259
ATXN8OS,ENSG00000230223,Gene Expression,GRCh38,False,76,0.015224359,0.015109631,98.4775641025641,76.0,4.3438053,70
DACH1,ENSG00000276644,Gene Expression,GRCh38,False,280,0.0625,0.06062462,94.39102564102564,312.0,5.7462034,247
MZT1,ENSG00000204899,Gene Expression,GRCh38,False,1350,0.34595352,0.2971027,72.95673076923077,1727.0,7.45472,1092
BORA,ENSG00000136122,Gene Expression,GRCh38,False,34,0.007011218,0.0069867535,99.31891025641025,35.0,3.583519,23
DIS3,ENSG00000083520,Gene Expression,GRCh38,False,861,0.19651443,0.1794127,82.75240384615384,981.0,6.889591,676
PIBF1,ENSG00000083535,Gene Expression,GRCh38,False,170,0.034855768,0.03426206,96.59455128205127,174.0,5.164786,138
KLF5,ENSG00000102554,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,12
KLF12,ENSG00000118922,Gene Expression,GRCh38,False,714,0.1610577,0.14933139,85.69711538461539,804.0,6.690842,581
AL353660.1,ENSG00000286330,Gene Expression,GRCh38,False,116,0.024839744,0.024536254,97.67628205128204,124.0,4.828314,106
TBC1D4,ENSG00000136111,Gene Expression,GRCh38,False,896,0.21414264,0.19403818,82.05128205128204,1069.0,6.975414,736
COMMD6,ENSG00000188243,Gene Expression,GRCh38,False,2933,1.1340144,0.7580049,41.24599358974359,5661.0,8.641533,2296
UCHL3,ENSG00000118939,Gene Expression,GRCh38,False,551,0.11959135,0.11296375,88.96233974358975,597.0,6.393591,454
LMO7,ENSG00000136153,Gene Expression,GRCh38,False,448,0.10516827,0.0999976,91.02564102564102,525.0,6.265301,388
AL137244.1,ENSG00000228444,Gene Expression,GRCh38,False,58,0.01161859,0.011551612,98.83814102564102,58.0,4.0775375,44
KCTD12,ENSG00000178695,Gene Expression,GRCh38,False,2021,0.8084936,0.59249425,59.515224358974365,4036.0,8.303257,1705
AC000403.1,ENSG00000278727,Gene Expression,GRCh38,False,88,0.017628206,0.01747463,98.23717948717949,88.0,4.4886365,65
CLN5,ENSG00000102805,Gene Expression,GRCh38,False,618,0.13621795,0.12770516,87.6201923076923,680.0,6.5235624,488
FBXL3,ENSG00000005812,Gene Expression,GRCh38,False,1427,0.36698717,0.31260917,71.41426282051282,1832.0,7.513709,1176
MYCBP2,ENSG00000005810,Gene Expression,GRCh38,False,2170,0.6428285,0.49641946,56.53044871794872,3209.0,8.074026,1659
SCEL,ENSG00000136155,Gene Expression,GRCh38,False,36,0.0072115385,0.00718566,99.27884615384616,36.0,3.6109178,33
SLAIN1,ENSG00000139737,Gene Expression,GRCh38,False,1427,0.36318108,0.309821,71.41426282051282,1813.0,7.5032897,1133
EDNRB,ENSG00000136160,Gene Expression,GRCh38,False,957,0.26302084,0.23350635,80.82932692307692,1313.0,7.1808314,850
OBI1-AS1,ENSG00000234377,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,17
OBI1,ENSG00000152193,Gene Expression,GRCh38,False,493,0.10857372,0.10307425,90.12419871794873,542.0,6.297109,390
RBM26,ENSG00000139746,Gene Expression,GRCh38,False,1385,0.34755608,0.29829264,72.25560897435898,1735.0,7.4593387,1055
RBM26-AS1,ENSG00000227354,Gene Expression,GRCh38,False,314,0.06570513,0.063636675,93.7099358974359,328.0,5.7960577,249
NDFIP2,ENSG00000102471,Gene Expression,GRCh38,False,1334,0.35616988,0.30466446,73.27724358974359,1778.0,7.4838066,1152
AL158064.1,ENSG00000284196,Gene Expression,GRCh38,False,35,0.0072115385,0.00718566,99.2988782051282,36.0,3.6109178,27
LINC01080,ENSG00000281721,Gene Expression,GRCh38,False,13,0.0026041667,0.0026007819,99.73958333333334,13.0,2.6390574,12
SPRY2,ENSG00000136158,Gene Expression,GRCh38,False,1793,0.52524036,0.422152,64.08253205128204,2622.0,7.872074,1466
LINC00377,ENSG00000229246,Gene Expression,GRCh38,False,21,0.004206731,0.0041979076,99.57932692307693,21.0,3.0910425,14
SLITRK1,ENSG00000178235,Gene Expression,GRCh38,False,247,0.053685896,0.052294396,95.05208333333334,268.0,5.5947113,209
